Designator,Mid X,Mid Y,Layer,Rotation,Type
J1,38.10,26.67,Top,180.0,THT
J2,24.13,15.88,Top,0.0,THT
J3,10.16,26.67,Top,180.0,THT
JP1,24.13, 2.54,Top,180.0,THT
